id,keyword,location,text,target
4839,emergency%20services,"Reading,Berkshire,England,UK",two lane closed emergency service deal incident slough,1
4840,emergency%20services,"Bluffton, SC 29910",rt rt avoid feeling like youre hassling inc…,0
4841,emergency%20services,"Bluffton, SC 29910",rt rt avoid feeling like youre hassling inc…,0
4842,emergency%20services,"Morwell, VIC",hawk coming morwell feb emergency service themed practice match entry be…,0
4843,emergency%20services,Australia,hawk coming morwell feb emergency service themed practice match entry…,0
4844,emergency%20services,"Brighton, UK",north earwig corner lewes rtc reported road blocked bothways emergency service scene …,1
4845,emergency%20services,Edinburgh,roadworks coordinated approved group includes local road engineer netw…,0
4846,emergency%20services,,perhaps facility n service provided gujarat govt health sector commendable n ap…,0
4847,emergency%20services,Sussex uk,north earwig corner lewes rtc reported road blocked bothways emergency service scene …,1
4848,emergency%20services,,plumber massachusetts available professional service call read,0
4849,emergency%20services,,evening crew york called fo assist potential rescue remind peopl…,0
4850,emergency%20services,"Co. Wicklow, Ireland",injury unit treat broken bone sprain burn nonlife threatening injury charge recently reduced an…,0
4851,emergency%20services,"Sud-Ouest, Cameroon",emergency service buea come review local great soppo buea watch pity yo…,0
4852,emergency%20services,,tonight illuminating sydney opera house sail show support everyone affected australian bu…,0
4853,emergency%20services,South Africa - KZN,kwazulunatal helicopter emergency medical service good morning hem crew netcare current…,1
4854,emergency%20services,South Africa - KZN,western cape helicopter emergency medical service netcare specialised helicopter ambulance activated…,1
4855,emergency%20services,South Africa - KZN,gauteng helicopter emergency medical service netcare specialised helicopter ambulance activated for…,1
4856,emergency%20services,South Africa - KZN,gauteng helicopter emergency medical service netcare specialised helicopter ambulance activated for…,1
4857,emergency%20services,South Africa - KZN,gauteng helicopter emergency medical service netcare specialised helicopter ambulance activated for…,1
4858,emergency%20services,South Africa - KZN,gauteng helicopter emergency medical service netcare specialised helicopter ambulance activated for…,1
4859,emergency%20services,"Adelaide, SA, Australia",beautiful pic great save amp metropolitan fire service mf teamwork kangarooisland one many res…,0
4860,emergency%20services,"Oxford, England",like rugby offering emergency service personnel free entry match on…,0
4861,emergency%20services,"QLD, Australia",donating charity volunteering time state emergency service working clim…,0
4862,emergency%20services,Unitied Kingdom,angry haulier meet council chief planned sixmonth closure info t…,0
4863,emergency%20services,"Tallaght, Dublin, Ireland",collision nbound red cow lucan blocking right middle lane emergency service route tra…,1
4864,emergency%20services,USA,enjoy trannabis chi shop knowing purchase get donated transwellnesscenter emerge…,0
4865,emergency%20services,Donegal,emergency service scene multivehicle crash near muff donegal,1
4866,emergency%20services,,basildon council due essential maintenance work emergency outofhours telephone number amp website onl…,0
4867,emergency%20services,"nigeria, yeneg",emergency service called collision near maidstone read uk news…,1
4868,emergency%20services,Sydney,watch amp act message issued buchan south area dont wait leaving safest option condit…,0
4869,emergency%20services,,productive meeting fellow buck mp amp today buck mp working togethe…,0
4870,emergency%20services,"Melbourne, AUS - Pittsburgh PA",it’s unnerving bairnsdale place swarmed po…,1
4871,emergency%20services,"Eagle River, AK",ahhhh jess cat spock got major dental surgery found jess condo flooded im loo…,0
4872,emergency%20services,Bermondsey,cash wasted emergency service struggling,0
4873,emergency%20services,"Melbourne, Victoria",hey awesome hear praise emergency service supporting community need acknowledge t…,0
4874,emergency%20services,M50 Dublin,collision nbound red cow lucan blocking right middle lane emergency service r…,1
4875,emergency%20services,Asia Pacific,thought everyone affected devastating bushfires maddocks pledged victorianbush…,0
4876,emergency%20services,LIVE 3 PM to 6 PM M - F,wanted mayor sheehan donor receive lucrative city contract,0
4877,emergency%20services,UK,emergency service called collision near maidstone read …,1
4878,emergency%20services,Surr3y BC,ive getting alert government emergency service app saying air hazardous he…,1
4879,emergency%20services,UK,“child” isn’t cause context e…,0
4880,emergency%20services,"South East, England",maidstone amp leybourne traffic collision within roadworks blocking lane amp …,1
4881,emergency%20services,Northumberland,true mess abuse emergency service become common place :pensive_face:,0
4882,emergency%20services,,cumbria county council refusing reveal full cost new base south cumbria emergency service bu…,0
4883,emergency%20services,,experiencing home emergency situation request service calling u within maximu…,0
4884,emergency%20services,🇳🇿Auckland,:seedling::leaf_fluttering_in_wind:comeback giveback⁷:seedling::leaf_fluttering_in_wind: hosting charity project chosen wildlife victoria nonpro…,0
4885,emergency%20services,Kendal via Carlisle/Manchester,cumbria county council refusing reveal full cost new base south cumbria emergency service as…,0
4886,emergency%20services,"Cumbria, UK",cumbria county council refusing reveal full cost new base south cumbria emergency service as…,0
4887,emergency%20services,UK,thus match day fernhurst council need act life r…,0
4888,emergency%20services,,stand together attack member emergency service attack hate crime angry people t…,0
4889,emergency%20services,"Melbourne, Victoria",smokey melbourne today destruction impact bushfiresaustralia seems unrelenting deep gratitud…,1
4890,emergency%20services,"Cambridgeshire, UK",:warning_selector: update westbound tesco audi roundabout huntingdon road blocked due road traffic collisi…,1
4891,emergency%20services,"Melbourne, Victoria",bushfire case support program provide free information advice people impacted gippsland north e…,0
4892,emergency%20services,"Sydney, Australia",yeah hold little hope feel local hospital emergency service,0
4893,emergency%20services,Great Britain,like rugby offering emergency service personnel free entry ma…,0
4894,emergency%20services,"Sydney, New South Wales",hah know real reason silence govt new year eve without fanfar…,0
4895,emergency%20services,,yet wont long traffic starting move nb following multivehicle collision j…,1
4896,emergency%20services,North,that’s great news chris personally family man wouldn’t i…,0
4897,engulfed,MENDACHEM FRAUS BASTARDIS,engulfed xenophobia notice nd lr rich daily mail hatred poor foreigner,0
4898,engulfed,"Fremont Street, Des Moines",dmregister rt tdavisdmr man believed ended daylong standoff police setting fire own…,1
4899,engulfed,"Fremont Street, Des Moines",dmregister course standoff law enforcement police say man fired multiple rounds…,1
4900,engulfed,,yes telling thing like try d…,0
4901,engulfed,,“engulfed flame engulfed shame betrayed imagination” rareoutnow :black_heart:,0
4902,engulfed,"Bulacan, Philippine 🇵🇭 ",love day solely mind fill wonder think way u may spend im hoping every…,0
4903,engulfed,"Bristol, England",richard branson engulfed crisis flybe virgin rescue,0
4904,engulfed,arkham asylum,tell story wallaby culture amp long human gone wallaby ppl rule the…,0
4905,engulfed,,meanwhile uncle andy reacts story press become yesterday news engul…,0
4906,engulfed,"Cheshire, UK",new blog post inquisition think emotion like huge wave crashing dont feel emoti…,0
4907,engulfed,Bucharest,shocking moment bus engulfed massive sinkhole leaving six dead injured,1
4908,engulfed,Various,landmark paris trial disgraced former athletics supremo lamine diack delayed june surprise new evidence i…,0
4909,engulfed,France,engulfed :droplet:,0
4910,engulfed,,engulfed news hawaiifb coach rolo didn’t notice amp dinner a…,0
4911,engulfed,"New York, USA",pia spun like practiced foot coming perfectly mark floor didnt connect instead shoe slipp…,0
4912,engulfed,"Hutchinson, MN",weird moment fear totally engulfed made feel totally inferior anyone else creat…,0
4913,engulfed,"Manhattan, NY",native doctor called cjn rascal called agf cannot stand physique intellect unfortun…,0
4914,engulfed,Namibia,become engulfed happiness stay unbothered:heart_suit_selector:,0
4915,engulfed,,aussie teacher caught philippine volcano eruption reveals surreal moment ash engulfed town staying…,1
4916,engulfed,,forgot id like number :rolling_on_the_floor_laughing: engulfed message ㅋㅋㅋ,0
4917,engulfed,In your heart ^^,sugarcane field engulfed flame nakhon sawan province sunday night local grower try avoid arrest by…,1
4918,engulfed,"Kumasi, Ghana",you’re engulfed love right people come,0
4919,engulfed,,air quality worsened chennai monday since morning thick smog engulfed part chennai,1
4920,engulfed,Hawai'i,engulfed news hawaiifb coach rolo didn’t notice amp dinn…,0
4921,engulfed,Hyderabad,junior judge showing spine sticking ideal constitution need celebrate…,0
4922,engulfed,USA,weird moment fear totally engulfed made feel totally inferior anyone else who…,0
4923,engulfed,USA,title david sedaris’s book you’re engulfed flame speaks deeply personal level,0
4924,engulfed,https://jerenerose.weebly.com/,engulfed :droplet:,0
4925,engulfed,"Phoenix, AZ",young woman killed fire engulfed least one suburban phoenix apartment early morning,1
4926,engulfed,Sydney,aussie teacher caught philippine volcano eruption reveals surreal moment ash engulfed town was…,1
4927,engulfed,UK,last moment engulfed flame passenger heard screaming day disgusting…,1
4928,engulfed,"Middle of Nowhere, USA",late crusty old basterds sic hardening heart brain engulfed potus,0
4929,engulfed,"Chicago, IL.",depressing watch holocaust film satan stealkilldestroy john done jew h…,0
4930,engulfed,"Chicago, IL.",depressing watch holocaust film satan stealkilldestroy john done jew h…,0
4931,engulfed,"Tupelo, MS",i’m hwy near thaxton home completely engulfed flame thaxton pontotoc emergency crew are…,1
4932,engulfed,in my own dreams 🌃,deeply saddens see negativity engulfed country it’s getting worse everyday :pensive_face:,0
4933,engulfed,"Chicago, IL.",depressing watch holocaust film satan stealkilldestroy john done jew hi…,0
4934,engulfed,"Chicago, IL.",depressing watch holocaust film satan stealkilldestroyjohn done jew h…,0
4935,engulfed,"Richmond, VA",authority virginia trying determine happened person found dead inside mobile home f…,1
4936,engulfed,USA,response australia’s fire crisis similarity engulfed america trump elected people want t…,0
4937,engulfed,"Sydney, Australia",response australia’s fire crisis similarity engulfed america trump elected people…,0
4938,engulfed,"Long Beach, CA",yeah it’s tough come place engulfed proam community…,0
4939,engulfed,USA,dreaming standing ledge group criminals…,0
4940,engulfed,Netherworld | #ᴛʜᴇsʏɴᴅɪᴄᴀᴛᴇ,— apart le second later various spear begun manifest around demoness location…,0
4941,engulfed,,wishing spiritual enlightening refreshing life moment ready letting self get engulfed in…,0
4942,engulfed,USA,white house engulfed trump keep california crosshairs,0
4943,engulfed,"LOONA, Fromis_9, SATURDAY",happen anytime anyplace engulfed silhouette never find trace swallowed moment…,0
4944,engulfed,Ashburn VA,forgot tell u many chapati consumed sari paye last night many paratas engulfed…,0
4945,engulfed,USA,pia spun like practiced foot coming perfectly mark floor didnt connect instead sho…,0
4946,engulfed,Jambandra Base,engulfed soul youre next,0
4947,engulfed,"Nairobi, Kenya",kenya especially north eastern engulfed terrorist organisation matiangi busy campaigning ele…,0
4948,engulfed,Jambastion,feel like game ever play touhou engulfed soul something …,0
4949,engulfed,Warwick England,whats latest jokhang temple fire engulfed flame two year ago february since nothing,1
4950,engulfed,Planet Earth 🌍,mother partner would proud debussy engulfed cathedral reminds lady…,0
4951,engulfed,Warwick England,jokhang temple fire number video emerged social medium showing temple engulfed flame two year a…,1
4952,engulfed,India,hitler committed suicide first get clear hate engulfed kid promoting…,0
4953,engulfed,,compulsory education engulfed people paper,0
4954,engulfed,Philly Burbs,joe buck welcome top buck yes buck…,0
4955,engulfed,Canada,plane doesn’t crash immediately set fire missile explosion dont know precise flig…,1
4956,engulfed,,hot sexy look size difference erwins hand fully engulfed levis…,0
4957,engulfed,,sir peter morrison implicated child abuse scandal engulfed childrens home north wale sis…,1
4958,engulfed,"sᴛᴏʀʏʙʀᴏᴏᴋᴇ, ᴍᴇ {#𝐀𝐧𝐧𝐢✍🏼}",crave owned engulfed embrace melt chest caged within arm enveloped scent ever…,0
4959,engulfed,Worldwide,richard branson engulfed crisis flybe virgin rescue aviation airline,0
4960,engulfed,"St Louis, MO",check excellent single released today frankie valet upcoming album im…,0
4961,engulfed,ɢʀᴀssʏ ʜɪʟʟ.,aria gave look desire suddenly snake head engulfed shortys mouth covering…,0
4962,engulfed,Bengaluru,poster cool serinity well vibrant spirit soul mumbai engulfed :smiling_face_with_smiling_eyes::OK_hand:,0
4963,engulfed,#PersonaRP #DBRP #MVRP,—slowly nagoshis pupil would change greenish blue color along hair spiking up…,0
4964,engulfed,*:･ﾟ✧ ♡ [he/they],love replying administrators’ email assume you’re engulfed life what…,0
4965,engulfed,between some bigass cheeks,like micro fat lot like teeny tiny blob size hand pick hold like ball or…,0
4966,engulfed,,there’d woman used terrified i’m still little terrified friend got eng…,0
4967,engulfed,"Nanaimo BC, Canada",january heat wave engulfed eastern half usa toppling record,1
4968,engulfed,The OC,sony announces head completely engulfed as,0
4969,engulfed,Hell,sorry it’s hard loose best friend like one that’s chosen sibling stan…,0
4970,engulfed,"Jammu, Jammu And Kashmir",kerala imagine r already islamic state south slowly one one states…,0
4971,engulfed,"Oklahoma, USA",sorry it’s hard loose best friend like one that’s chosen sibling s…,0
4972,engulfed,,read word god aliveampactive never wildest imagination believe be…,0
4973,engulfed,,another growl came beast perhaps playful one his…,0
4974,engulfed,Senegal,clearly western nation could reduced influence boko haram percent deliberately no…,0
4975,engulfed,,let small giggle nuzzles face crook neck allowing body to…,0
4976,engulfed,,shame people liked clearly fake people engulfed politi…,0
4977,engulfed,"Des Moines, Iowa",joe buck welcome ninth hour national title game enter fourth quarter sun keep getting…,0
4978,engulfed,Canberra,australian caught philippine volcano eruption described experience surreal ash cloud…,1
4979,epicentre,,visiting jawaharlal nehru university jnu new epicentre violent protest country congress mp shash…,0
4980,epicentre,Spain,spain undiscovered gem requena known many winery picturesque town originally epicen…,0
4981,epicentre,Malaysia,hiring account assistant spm year working experience salary :round_pushpin:kl staff purchase discount annual di…,0
4982,epicentre,"Whitminster,Glos.",support effort tackling poaching crisis chizarira national park park epicentre…,0
4983,epicentre,,time nikki shut live room rowdy :face_with_tears_of_joy::fire:,0
4984,epicentre,Barnet,capitalism constantly continually caused troubling pain epicentre cho…,0
4985,epicentre,Mooloolaba,cudgewa epicentre fire near corryong pasture paddock burnt house burnt stock loss cattle be…,1
4986,epicentre,,shine ibiza epicentre trance summer …,0
4987,epicentre,ddmlmdlgmlmlpgacclgcllc.gc,mean way describe policy theory uncountable number absurd hyperprecise ar…,0
4988,epicentre,Chennai,fattyliver epicentre lifestyle disease indian delhi need address early…,0
4989,epicentre,Cadigal-Wangal land/Sydney NSW,year ago today earthquake struck haiti :Haiti: épicentre close léogâne hit people le…,1
4990,epicentre,"Eivissa, Spain",shine ibiza epicentre trance summer …,0
4991,epicentre,,visiting jawaharlal nehru university jnu new epicentre violent protest country congress mp shashi…,0
4992,epicentre,Australia,streaming reunion show january aedt it’s aud stream show proceeds going…,0
4993,epicentre,,australia epicentre right multibillion dollar orchestrated campaign mining industry amp big medium to…,0
4994,epicentre,,asking available demand link donation watch leisure mak…,0
4995,epicentre,"Duncan, British Columbia",must nice lived epicentre community still dealing act violence a…,0
4996,epicentre,,fattyliver epicentre lifestyle disease indian delhi need address thi…,0
4997,epicentre,Ireland | Scotland | Inuit | Россия | Skandinavien,stigmabase hiv — state hiv epidemic rural kwazulunatal south africa south africa epicentre…,1
4998,epicentre,Ireland | Scotland | Inuit | Россия | Skandinavien,stigmabase — state hiv epidemic rural kwazulunatal south africa south africa epicentre t…,1
4999,epicentre,Americas | United Kingdom,newsroom hiv south africa epicentre hiv pandemic world highest number new…,1
5000,epicentre,Americas | United Kingdom,hiv stigmabase — south africa epicentre hiv pandemic world highest number new…,1
5001,epicentre,India,visiting jawaharlal nehru university jnu new epicentre violent protest country congress m…,0
5002,epicentre,"Penrith, Sydney",say australia run propaganda mill murdoch ‘leaders’ uk u amp au were…,0
5003,epicentre,,epicentre universe :smiling_face_with_smiling_eyes:,0
5004,epicentre,,let u make watershed year nation let u makeblockchaininindia make india epicentre global bl…,0
5005,epicentre,Melbourne,bloke tram spilled vast majority chocolate big floor moved away th…,0
5006,epicentre,"Québec, Canada",hunh turn epicentre morning earthquake mere mile place guess thats pr…,1
5007,epicentre,"Toronto, CANADA",funny story today’s earthquake natural resource canada say epicentre south u border usgs…,1
5008,epicentre,"Charlottetown, Prince Edward Island",want receive funding amp entrepreneurial training help commercialize research attend …,0
5009,epicentre,Montreal,funny story today’s earthquake natural resource canada say epicentre south u border…,1
5010,epicentre,,cudgewa epicentre fire near corryong pasture paddock burnt house burnt stock loss cat…,1
5011,epicentre,"Brisbane, Australia",swiss naturopath needed groundbreaking study naturopathic practice find,0
5012,epicentre,Australia,swiss naturopath needed groundbreaking study naturopathic practice find at…,0
5013,epicentre,"Canada, Deutschland",epicentre located kilometre southwest montérégie region chateaugay ny,1
5014,epicentre,England,excellent report forward state corruption lie epicentre power our…,0
5015,epicentre,"Kota,rajasthan",stephenscollege damn epicentre shifted jnu ststephens college talk sense u protest…,0
5016,epicentre,Southerner #GeordieByChoice,congratulation always described first week living parallel universe u…,0
5017,epicentre,Charlotte North Carolina,excited unknown artist band live epicentre jan grab ticket heregt…,0
5018,evacuate,,yes we’ve fire never scale we’ve never fire wiped one billion animal we’ve never…,0
5019,evacuate,,please evacuate safer ground please leave pet behind :pensive_face: animal deserve safe :pensive_face:…,0
5020,evacuate,"Silang, Cavite Philippines",need place evacuate batangas know someone place please c…,0
5021,evacuate,Durham  N.C.,new ben carson promised act died carbon monoxide poisoning public housing one year later hud s…,1
5022,evacuate,london,oh thats little restaurant got badly teargassed one weekday evening horrible time do…,0
5023,evacuate,,philippine volcanic eruption force resident evacuate home,1
5024,evacuate,Pavillion 3,stay alert prepared case need evacuate keep safe,0
5025,evacuate,"Senja Island, Norway ",thats im saying people evacuate volcano complex area immediately there anoth…,0
5026,evacuate,JP,bridal couple little affected contrast people forced evacuate fmtnews wedding https…,0
5027,evacuate,,live near tagaytay area amp friend mine manila keep asking last night evacuate go place react…,0
5028,evacuate,,expert warned taal volcano eruption could get worse plan made evacuate hundred thousand more…,1
5029,evacuate,"ÜT: 3.099457,101.681025",bridal couple little affected contrast people forced evacuate fmtnews…,0
5030,evacuate,"Lisboa, Portugal",one evacuate taal eruption felt struggle evac thanks god safe :loudly_crying_face:…,0
5031,evacuate,,volcanic eruption tragedy tragedy strike people amp animal get c…,0
5032,evacuate,,thousand resident talisay town batangas forced evacuate taal volcano eru…,1
5033,evacuate,,indian army struggling pick dead body evacuate injured soldier indian army raising white flag should…,1
5034,evacuate,Republic of the Philippines,let listen expert change hope evacuate including hapless animal really lat…,0
5035,evacuate,Africa,taal volcano — near manila capital philippine — erupted forcing resident evacuate expert warn a…,1
5036,evacuate,"Manila, Philippines",brp davao del sur brp ramon alcaraz vessel prepare sail middle east to…,0
5037,evacuate,Makati City,check nadaanan nmen tong brngy aguyong alfonso cavite decided give supplies…,0
5038,evacuate,tdg•bhl,please bring pet evacuate need safe place,0
5039,evacuate,An island west of New Zealand,lake volcano already spewing thick layer ash onto manila could violently erupt within “hours days” prompti…,1
5040,evacuate,Philippines,let listen expert change hope evacuate including hapless animal really…,0
5041,evacuate,"Islamabad, Pakistan",retweet please may effort give way sister daughter evacuate fake jungle,0
5042,evacuate,"Rosario, Calabarzon",ang daming costumer telling telling story whats happening sa lugar nila nee…,0
5043,evacuate,@starryhak ♡ luv u hun,hello new anitwt acc follow im need filo moot international moot still wanna k…,0
5044,evacuate,Australia,lake volcano already spewing thick layer ash onto manila could violently erupt within “hours days” pr…,1
5045,evacuate,somewhere tropical,youre still within radius would like suggest evacuate risk hin…,0
5046,evacuate,🇺🇸 🇺🇸 🇺🇸,⃣⃣⃣ australia urge mass evacuation :fire: australia urging citizen evacuate :fire: seems “bushfires” may b…,1
5047,evacuate,sa loob ng gold na tupperware,happened u volcanic eruption earthquake new day new beginning u :purple_heart:…,0
5048,evacuate,,senator monday called resident highrisk area immediately evacuate safer area follow safety i…,1
5049,evacuate,Home is where God's heart is.,philippine authority warning large dangerous eruption taal volcano may imminent towe…,1
5050,evacuate,,look pcg substation talisay batangas extended assistance evacuate remaining affected residents…,1
5051,evacuate,"Charlottesville, VA",philippine authority warning large dangerous eruption taal volcano may imminent t…,1
5052,evacuate,"Helsinki City, Finalnd",volcano erupts philippine force least evacuate christian news headlines…,1
5053,evacuate,Indonesia,indonesia jakarta city govt spent money formula e electric car race flood prevention effort death toll from…,0
5054,evacuate,Philippines,january taalvolcano philippine started spewing lava forcing evacuation thousand people …,1
5055,evacuate,,taal volcano located philippine capital manila erupted sunday ash cloud blowing mor…,1
5056,evacuated,"Manila City, National Capital ",look resident gone back volcano island rescue horse survived thick ashfall :camera: maricar cincopdi…,0
5057,evacuated,,help advance crypto mass adoption let help advance human race first let use crypto help people…,0
5058,evacuated,USA,government warned six hour missile attack military base correspondent rasmus tantholdt h…,1
5059,evacuated,Philippines,duterte trust we’ll exert effort work handinhand secretary department national de…,0
5060,evacuated,uplb,part initiative carry spirit bayanihan aim help family evacuated gk bauan…,0
5061,evacuated,"Bloemfontein, South Africa",:double_exclamation_mark_selector:breaking valverdes belonging evacuated ciutat esportiva tomorrow say goodbye playe…,0
5062,evacuated,,mallacoota evacuated defense new year eve morrison partying amp watching firework amp pol…,0
5063,evacuated,ɢɢ𝟺ᴇᴠᴀ ♡ ᴛᴡ ʙᴘ ʀᴠ ᴡɢ ɪᴛᴢʏ ʙᴏᴀ,bopping gee siren uni going evacuated,0
5064,evacuated,,philippine volcano erupting evacuated,1
5065,evacuated,Indonesia,prayforphilippines :folded_hands: let help advance human race first let use crypto help people please find wa…,0
5066,evacuated,Southern hemisphere,fire crew battle bring bushfires raging across western end kangaroo island control firefighter r…,1
5067,evacuated,Panamá,people evacuated cloud ash turned entire town grey taal volcano continues rumb…,1
5068,evacuated,kim,good afternoon best give good evacuated need pero nagkukulang…,0
5069,evacuated,,volunteer driver car owner go around affected area batangas relative friends…,0
5070,evacuated,//sapusomotanga,animal around taal need help today’s assessment paw disaster team confirmed pet dog cow ot…,1
5071,evacuated,,pogrom uman shabbos ukrainian thug attack jew evacuated hospital,1
5072,evacuated,,pogrom uman shabbos ukrainian thug attack jew evacuated hospital via,1
5073,evacuated,,ten thousand evacuated tremor felt nearby village amid eruption philippines’s secondmostac…,1
5074,evacuated,Quezon City,safer ground family walk barefoot along muddy road talisay town batangas seek safer ground on…,0
5075,evacuated,Arnstadt,weekend volunteer gorgeous handmade red cross trauma teddy waiting child evacuated air from…,0
5076,evacuated,,time aid helpless evacuated home abandon property haste due fortuituous event…,0
5077,evacuated,UK,lightning taal volcano phillipines volcano hasnt erupted since volcano kilometre ma…,1
5078,evacuated,USA,rt curbedny hollow grandeur hudson yard evacuated space hunter point library queen h…,0
5079,evacuated,"eric forman's basement, cali",prayforphilippines hope everyone get evacuated safely,0
5080,evacuated,Btg,good news original post resident gone back volcano island rescue horse survived thick ashfall…,0
5081,evacuated,,close person evacuated due taal eruption —ocd,1
5082,evacuation,hpb • kdkn • glam • pmmr  • ef,here list evacuation center batangas victim taal volcano eruption please send help t…,0
5083,evacuation,,vp leni robredo visit evacuee sta teresita batangas distribution food pack amp face mask aftermat…,0
5084,evacuation,Tatala Binangonan Rizal,ncrpo ready deploy personnel assist evacuation relief effort calabarzon affected b…,1
5085,evacuation,underground,twitter peep need help po even though affected din kami wanted help kahit sa maliit na paraan buy my…,0
5086,evacuation,,local veterinarian taking care horse volcano island currently treated evacuat…,1
5087,evacuation,Worldwide,vp leni evacuation center san jose batangas nanawagan si mayor ben patron ng portalets tulungan natin ang…,0
5088,evacuation,charles jarwin 💖,darna updated list evacuation center batangas organization collect donation in…,0
5089,evacuation,kalix & jax's,hoping everyones safety hi keeper cokeepers relief work visit evacuati…,0
5090,evacuation,bleh,evacuation center bauan :warning_selector: bauan technical high school sta teresa college patio immaculate conception parish baua…,0
5091,evacuation,,paypal donation much welcomed evacuation center batangas dire need help mara…,0
5092,evacuation,,matteo guidicelli city evacuation center poblacion city sto tomas batangas :sparkling_heart: thankyou amp godbless po :folded_hands: real life…,0
5093,evacuation,"Auckland, New Zealand",workplace school doesn’t evacuation plan everyone doesn’t evacuation plan “i gu…,0
5094,evacuation,The Love Club / Marikina 1810,petas rescue team taking severely dehydrated dog evacuation zone safe tonight…,1
5095,evacuation,,vp leni robredo visit evacuee sta teresita batangas distribution food pack amp face mask after…,0
5096,evacuation,mercado,local veterinarian take care horse retrieved volcano island horse currently treate…,1
5097,evacuation,"Los Banos, Calabarzon",rest assured inkind cash donation sent evacuation center thank much advance god…,0
5098,evacuation,,taal volcano philippine could violently erupt ‘in coming hour days’ prompting evacuation order ne…,1
5099,evacuation,,hour trip turned evacuation plan :sun_with_face: newprofilepic,0
5100,evacuation,Philippines,pet need temporary shelter taal evacuation tito offering kennel free please dont hesi…,0
5101,evacuation,,sincerely hope people heed call phivolcs lgus regarding evacuation measures…,0
5102,evacuation,,vp leni robredo attends briefing bulwagan makulot san fernando air base lipa batangas visiting taa…,0
5103,evacuation,tiaong,government also provide evacuation center animals:slightly_smiling_face:,0
5104,evacuation,Southampton,fire alarm scare false alarm fortunately terrified morning workplace evacuation policy disabled peop…,0
5105,evacuation,,current situation province saddens u lot knocking door ph army army w…,0
5106,evacuation,Winterfell,please retweet anyone want donate evacuee may isang old resort na nagsilbing evacuation area po ng ating m…,0
5107,evacuation,Winner,preparing winnercrosstourinmanila fellow kababayans encounter diff…,0
5108,evacuation,Philippines,hello ph social medium sorry loudness need validated list evacuation centre location the…,0
5109,evacuation,"Alabang, Muntinlupa City",taalvolcano relief operation dswd usec gudmalin turn family food pack lgu balayan batang…,1
5110,evacuation,"Pasig City, Philippines",leviste organize ang evacuation center supportive ang ating local unit,0
5111,evacuation,ig: alcalafaye,hi friend organizing relief operation nearby evacuation area city well volunte…,0
5112,evacuation,"San Jose, CA",commenets joke yo volcano exploding isnt god dang joke taal volcano real hop…,0
5113,evacuation,An Australian increasingly more concerned about democracy in Australia.,havent listened yet hate hearing voice might like people said grea…,0
5114,evacuation,𝒇𝒓𝒂𝒏𝒄𝒐,psychologist also needed evacuation area conduct psychological first aid,0
5115,evacuation," Mother of BBIBBI ""Philiphili""",hi uaenas im one affected area batangas need following donation taal volcano…,0
5116,evacuation,,vice president leni robredo visit evacuation center town batangas heavily damaged h…,0
5117,evacuation,,hi accepting donation victim taal eruption preferably canned good water clothes c…,0
5118,evacuation,𝒇𝒓𝒂𝒏𝒄𝒐,hello twitter friend organizing donation drive evacuee affected taal eruption res…,0
5119,evacuation,misplaced,update friend visited evacuation center lipa city need toiletry bedding blanket cloth…,0
5120,evacuation,Philippines,contingency plan massive repatriation overseas filipino worker ofws remain place situation…,0
5121,evacuation,Republic of the Philippines,local veterinarian take care horse retrieved volcano island horse currently tre…,1
5122,evacuation,Plymouth,incident allout team called hr swast assist evacuation ad…,1
5123,evacuation,"Sta Rosa ,Laguna Philippines",vp leni robredo attends briefing bulwagan makulot san fernando air base lipa batangas visiting taal e…,0
5124,evacuation,National Capital Region,hello family go one evacuation center sunday still scouting place thats still i…,0
5125,evacuation,,local veterinarian take care horse retrieved volcano island according …,1
5126,explode,,philippine taal volcano erupted alert level meaning it’s going explode within hou…,1
5127,explode,,please dear god give obama oscar might finally thing make trump’s head explode million swast…,0
5128,explode,choice•alice•stay•atiny•carat,studying important tho hun spare minute :face_with_rolling_eyes::face_with_rolling_eyes: need someone talk ab…,0
5129,explode,bttm!jm•jin•hope+top!v,like tl would probs explode,0
5130,explode,"Lagos, Nigeria",:speaking_head: luis nani “i often said ‘with strength train little explode dr…,0
5131,explode,Putney London England UK,“we explode myth follow one set standard it’s complete myth” “the u…,0
5132,explode,,shhhhh miri don’t drop many fact brain might explode,0
5133,explode,18 she/her was fuushiguro,hot dog explode:full_moon_face:,0
5134,explode,Joon Republic,happy omg yoongi’s gummy gonna explode namjoon u there:eyes:,0
5135,explode,,ever feel fire emblem character cool know mind would completely explode saw li…,0
5136,explode,,need explode myth follow one set standard uk be…,0
5137,explode,Twin Peaks,sure body issue cant explode thousand bat,0
5138,explode,,new bug interesting interaction idea health item would make barrel explode gamedev gamemaker indi…,0
5139,explode,,respect key want people honest im really old shitty mind game som…,0
5140,explode,,watch crowd lsu v clemson national title game explode cheer president trump first lady melania tr…,0
5141,explode,,people push limit finally explode fight back suddenly youre bad person,0
5142,explode,"Arizona, USA",joe bidens new campaign slogan vote joe biden pushup average year old guy…,0
5143,explode,Echo Creek,photography get free ebook photographer noah kalina shot selfie every day …,0
5144,explode,In your fridge,youll never know theyll explode,0
5145,explode,"Katowice, Polska",two day namm gear acquisition syndrome explode :grimacing_face::musical_keyboard:,0
5146,explode,♡ALLAH&RASUL♡,fact ppl red blood cell explode inhale much ubat gegat scent touch it…,0
